block_id,address,round_id,project_hash,votes,cost,datetime
1008703,5GU8yzHTAQSuFAxgirabndi5RksmarCk4fd3keqDSp6i1x6r,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T03:23:12+00:00
1008540,5GdghR7SAeh1MsR4nFiMW9MN3qMWaqTvYPScXMRsaW4dshYF,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T03:06:54+00:00
1008407,5CGPNBiQ2gLHG33jLFf1EFn8E5Nhi8sBB85DQJJB7yY7EZTH,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T02:53:36+00:00
1008341,5CDbDXTewYc79abpCwixr9YevRBzUx5qvTJP54YoMFAxAzgi,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T02:47:00+00:00
1004929,5G9QbUQLb7EHPpjbaEuXcQaR1mwT3nYj5xHRQXht943dXdTS,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T21:05:48+00:00
1003709,5FRZmk2ugWoHFRagpfhj54METT63m5Hy7DsfgqhBTHSznauF,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T19:03:48+00:00
1003402,5EjmT7H4HmbGakkZTbemwhWA4VMyLGLggirwuBy5B65Yi7Vd,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T18:33:06+00:00
1003154,5ELftZ4cied1xWuMW97sZizQFLyJMwS63jwGH1U8RG4ntFTz,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T18:08:18+00:00
1002538,5F6ZXAJHuRoohuwTWP3rCBAqX1M5tfmQzkixeWrNwC5EbyWx,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T17:06:42+00:00
1002287,5HN81HGrxXrADZriJUDGZGiN8B54MUGJJPftuZjqK9zNMRFE,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T16:41:36+00:00
1002209,5DAkLMPqBKYwFW8fDqj5dze61ThPYFA2kNMTwgrZ9uurqkaX,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T16:33:48+00:00
1002055,5HhBNG17Xw6p5XnuPrXxUESjVXC1Z7VjhjB8HoxnUoZWuA5m,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T16:18:24+00:00
1001951,5GedA4eMQUVCVwyyb6NSjhRwR7EKFwciofJSwg1fZ6KbvGRt,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T16:08:00+00:00
1001883,5Eeb9U69zbp7d1T1GkkBjuM39DTaaqRDfK5K1t3nBv9UcLEi,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T16:01:12+00:00
1001443,5Gc1aeE486Ni86JtxXhK3McDmHW1sUEkuNJBAwMtMCyd7Dfm,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-14T15:17:12+00:00
988385,5CkCjagYRCuKt5cgqeRVvMcVjQB3uAFfjJbtCQDvf7s5uA2x,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,5,40.0,2021-12-13T17:31:24+00:00
986867,5Hj5uU49qCAPbu5YeDPswwL5gfkBQHBruZfGpmK2U5q8TmFB,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,6.0,2021-12-13T14:59:36+00:00
985322,5Hj5uU49qCAPbu5YeDPswwL5gfkBQHBruZfGpmK2U5q8TmFB,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,5,15.0,2021-12-13T12:25:06+00:00
959020,5CkCjagYRCuKt5cgqeRVvMcVjQB3uAFfjJbtCQDvf7s5uA2x,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,5,15.0,2021-12-11T16:34:54+00:00
958956,5H6Eh2uyqXPp5qmzpXwwFzJXGY7B8SkRqHD1YDUzYVojt2gu,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-11T16:28:30+00:00
943726,5Gxp6BBmGQXXz7UwdTH7jdDaHhD1ZsKVpkAzFPSvobmJgGfT,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-10T15:05:30+00:00
939561,5CA993JVbhF4gernY5JmLVnNs1cxwPi8YX7XyuFg42CrVQki,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,2,3.0,2021-12-10T08:09:00+00:00
930260,5DtockvZMA7jFiCT4x2BkADfzz9cwP6fzHvAweQy5eZveXy7,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-09T16:38:54+00:00
